State,Latitude,Longitude,Total reported direct emissions
OK,35.19,-94.65,1253755.514
MS,32.36,-89.54,73538.224
AR,33.53,-93.81,35529.616
NY,40.87,-73.83,138557.848
MN,45.02,-93.28,533605.372
OK,36.00,-95.96,201252.504
WI,42.58,-89.04,1941964.004
CA,33.96,-117.45,31761.78
KY,38.19,-82.60,350972.975
KS,37.07,-94.70,520310.072
WV,38.79,-79.48,336041.518
TN,35.08,-90.04,49577.264
FL,26.77,-80.05,1939100.02
VA,37.25,-79.86,21264.75
OH,40.93,-84.74,161589.764
KY,37.65,-87.50,4201.084
IL,39.00,-87.72,1673099.158
IL,41.93,-89.00,51175.75
TX,30.58,-96.25,104749.75
WI,42.58,-89.03,319.5
MD,39.72,-76.16,133122.948
IL,42.24,-89.10,154763.401
IL,42.24,-89.10,92322.233
WI,42.98,-89.05,428050.684
NC,36.33,-79.83,413795.202
VA,38.40,-78.90,15333.75
IN,37.93,-87.04,5143393.05
CO,40.09,-104.59,928035.46
IL,42.09,-88.24,90222.316
NE,40.73,-96.74,43761.522
TX,30.72,-96.46,136024.144
OH,39.08,-82.33,338639.296
MS,30.38,-89.61,1227.63
AR,33.18,-92.74,79360.314
NC,36.45,-77.66,7627.926
MN,44.75,-93.01,442629.9
NY,41.57,-73.97,92717.27
CA,38.79,-121.38,231877.692
WI,44.89,-89.63,42548.402
PA,41.66,-76.05,19627.176
MA,42.52,-70.94,43073.288
NC,36.48,-79.07,5419466.674
MS,34.97,-89.62,31733.868
OH,41.31,-81.66,22910.25
MO,39.14,-94.40,3558.6
ME,44.53,-70.52,132447.86
OH,39.27,-84.60,233272.938
MO,38.13,-90.26,7379799.75
CA,37.63,-122.13,139562.764
NJ,40.74,-74.19,32160.228
IN,39.54,-85.79,31514.732
WV,39.29,-80.36,66868.532
NY,42.09,-79.24,34486.672
ME,43.69,-70.35,23584.976
FL,30.16,-84.20,478624.976
IL,42.00,-87.68,15393.6208
IN,37.91,-87.93,583938.652
WV,39.26,-81.68,4593
AL,32.31,-86.52,380992.084
IL,41.33,-88.76,27553.996
LA,31.61,-93.56,131196.25
TX,30.05,-93.75,719553.016
IN,41.65,-87.48,79873.908
NV,36.04,-114.98,365460.324
MO,39.67,-94.77,28592.35
MN,44.02,-92.48,48153.662
MA,42.30,-71.80,61711.42
NJ,39.59,-75.37,63577.05
AL,32.65,-85.37,73241.988
KS,38.76,-97.69,80010.55
AR,34.53,-92.41,95167.25
UT,40.64,-111.93,91774.6
NC,34.96,-78.45,824567.75
TX,31.51,-100.39,28389
CA,38.04,-122.25,1273369.674
CA,35.40,-119.05,93904.336
NM,36.77,-108.05,69949.248
CA,33.10,-117.18,3508.75
CA,34.01,-117.22,20272
AL,34.34,-85.86,57499.95
AL,31.79,-85.98,197987.012
IL,39.86,-89.61,20880.8
WI,44.54,-88.08,25777.952
PA,41.09,-75.32,41034.996
CA,34.95,-120.38,6943.15
FL,30.58,-87.06,163446.75
SC,33.92,-80.32,30023.212
MN,46.72,-92.43,143082.082
CA,36.18,-119.34,65607.452
WI,43.62,-88.72,32551.328
NE,41.10,-96.16,16759.8
MI,42.27,-83.46,121644.8
CA,33.98,-118.02,11103.5
SC,33.34,-81.74,24506.88
GA,32.14,-81.15,151283.888
GA,32.06,-81.21,141320.75
WI,42.71,-87.88,26854.186
NY,43.30,-73.64,23452.912
IA,41.47,-90.69,9732.6
IN,41.07,-84.97,32381.828
TX,29.18,-95.43,89560.85
TX,28.51,-96.79,101999.454
AK,70.26,-148.45,215447.376
AK,70.41,-148.53,158976.012
PA,39.87,-75.84,35150.642
MA,41.80,-70.79,457308.7
GA,33.66,-84.26,307362.16
NY,42.92,-76.85,159035.5
CA,37.39,-120.67,46846.262
IL,41.87,-88.29,12401.318
WI,44.84,-91.37,23622.15
LA,29.96,-90.13,61148.832
PA,40.12,-78.80,11173.25
GA,34.72,-84.97,45959.476
SC,34.05,-81.15,77776.108
AL,33.17,-86.69,148553.75
LA,30.18,-90.99,1046915.6
AL,30.79,-88.06,414592.296
TX,29.72,-95.13,3835782.114
TX,28.99,-95.36,120039.648
LA,30.33,-91.26,59595.376
LA,30.26,-91.17,903857.94
VA,37.35,-77.50,79470
WV,40.16,-80.64,17872.498
OR,43.96,-123.00,25169.25
MO,39.36,-93.45,100726.42
SC,33.09,-80.34,43984.484
NY,42.58,-73.85,34944.42
NY,42.86,-74.03,31997.024
TX,28.97,-95.34,76610.412
SC,33.47,-80.88,75302.462
MT,47.72,-104.13,109977.442
TN,35.10,-85.35,706797.58
CT,41.25,-73.10,55790.888
TX,25.91,-97.52,49076.168
WY,41.26,-110.81,8941.218
CA,34.25,-118.82,207721.996
MO,36.54,-94.58,84592.16
WY,41.54,-109.13,396816.142
WY,42.77,-106.18,259911.354
WY,41.78,-107.10,1115627.292
SD,43.51,-96.93,70991.25
IA,43.08,-96.23,56749.136
NE,42.45,-96.59,103694.708
TX,29.87,-95.11,0
MN,43.71,-93.00,53800.1
MN,44.85,-93.24,92669.76102
AL,33.53,-86.76,111063.98
VA,37.29,-80.21,101191.5
IL,40.93,-90.64,3263.688
MO,40.22,-93.12,29650.996
IA,42.03,-95.36,56210.892
VA,36.98,-76.62,21385.384
MI,42.92,-82.59,146825.3
GA,31.74,-81.44,65000.156
HI,21.31,-158.09,24082.44
IL,40.61,-88.18,33793.672
CA,32.82,-117.13,26575.632
AK,60.50,-151.00,17956.132
AL,34.69,-86.59,215686.25
MA,42.15,-72.53,78721.104
AL,33.65,-85.85,5711.328
WA,46.14,-122.98,53327.7
WY,41.50,-109.76,1056633.034
NJ,39.85,-75.21,9895.312
GA,33.37,-82.01,53255.794
TX,35.70,-101.36,35711.216
PA,41.01,-79.72,59326.528
TN,36.02,-83.21,30018.686
CA,38.30,-122.74,53546.226
IA,41.27,-92.95,44333.4
AK,64.80,-147.70,80215.994
FL,25.55,-80.35,60336.25
SD,44.32,-96.91,39504.852
TX,30.40,-94.23,84965.88
TN,35.00,-89.91,194231.65
IN,39.72,-86.21,111496.29
TX,28.89,-97.13,120681.11
NC,35.67,-78.85,157525
MA,42.11,-72.03,13204.538
MI,41.81,-86.33,116405.15
FL,27.76,-82.20,162090.45
OK,35.40,-97.46,103617.85
CT,41.48,-72.07,101574.566
PA,40.23,-78.92,10945.148
IL,37.84,-89.26,50435.348
IL,37.71,-89.22,97356.714
MN,44.80,-95.17,564754.824
IA,41.17,-95.82,166421.924
TX,35.01,-101.95,55088.25
AZ,33.22,-112.64,28139
GA,33.56,-85.07,32125.106
KY,37.93,-86.79,45357.526
GA,32.50,-82.84,122909.8
CA,34.04,-117.82,8233
MI,41.96,-83.35,26748.6
MA,42.64,-73.11,137597.776
TX,30.03,-94.08,38321.426
KS,37.62,-97.28,98720.44
MD,39.27,-76.62,50893.308
MO,37.38,-93.34,126194
FL,30.93,-85.43,105318.756
MN,44.82,-94.25,20150.648
VA,36.76,-76.51,425312.294
AZ,33.19,-112.68,56133.75
CA,37.46,-122.18,23874.56
VA,36.73,-78.43,41143.25
TX,30.06,-93.75,1656498.116
AL,30.94,-88.01,303822.716
IA,41.49,-90.82,349495.952
OR,45.60,-122.76,1441.25
LA,30.68,-92.06,72546
WI,44.87,-88.14,31832.78
MN,44.94,-93.09,32777.798
LA,29.95,-90.33,4616.132
VA,36.68,-76.91,43374.436
UT,37.11,-113.52,71222.984
FL,27.38,-80.39,57200
VA,38.38,-77.41,21565.8
CA,37.64,-120.99,52151.004
NC,35.77,-79.82,35798.816
NY,40.65,-73.88,95728.986
OH,40.74,-81.40,628.25
PA,40.64,-77.57,61221.74
AL,33.56,-88.06,217324.94
IN,41.44,-84.87,922011.396
IN,39.88,-86.48,192832.548
IN,41.12,-85.40,351668.548
IL,41.44,-88.16,34824.868
CO,40.64,-103.19,54606.344
IL,41.79,-89.71,87895.912
WI,44.52,-89.58,88619.816
AL,32.52,-85.83,228873.75
TN,36.00,-85.05,41189.384
OH,39.71,-84.25,33664.898
TX,29.57,-98.03,222319.828
CO,40.63,-104.17,14730.744
LA,28.32,-91.91,21753.206
LA,29.12,-91.87,15422.08
LA,29.04,-88.97,3969.99
LA,29.03,-88.94,13488.894
LA,28.53,-90.98,1960.168
LA,28.16,-90.23,16308.86
LA,28.93,-90.35,23157.422
LA,27.30,-90.14,133500.792
LA,28.86,-90.83,11989.33
LA,28.62,-90.99,28698.434
LA,28.52,-90.91,6499.528
LA,28.25,-91.13,15523.98
TX,29.76,-95.37,62155.472
LA,29.75,-93.87,5636545.166
GA,31.99,-81.05,99989.654
MI,45.01,-84.67,63408.394
CO,40.12,-104.39,45983.952
TX,31.88,-103.94,275627.022
TX,28.41,-99.26,2412.543301
TX,32.01,-101.28,61609.804
TX,31.89,-101.70,130806.716
TX,31.88,-103.94,95194.69
NM,32.21,-103.52,942641.278
OK,36.23,-99.15,48708.552
CO,40.83,-103.87,10858.282
TX,27.80,-99.50,78120.206
PA,40.41,-80.35,28692.56
TX,31.12,-96.31,29771.606
TX,32.24,-101.90,99400.018
NM,32.27,-104.11,80385.968
LA,31.66,-93.32,414138.566
TX,31.78,-102.25,50566.87
ND,48.03,-102.35,94176.162
TX,27.81,-97.59,45039.482
TX,35.67,-101.41,137689.444
OK,36.27,-98.07,24215.012
OK,36.67,-98.75,62523.616
TX,32.75,-100.96,430689.436
TX,33.23,-100.87,95344.596
NM,36.73,-107.98,242853.942
TX,31.36,-103.68,608766.852
LA,29.90,-92.07,61780.918
TX,32.76,-102.68,510637.528
TX,36.49,-101.47,45390.35
OK,34.49,-97.59,53608.006
TX,27.80,-97.57,230659.19
TX,33.47,-102.56,79006.904
TX,32.75,-100.92,57706.736
MI,44.92,-84.54,589281.624
TX,30.45,-101.47,44663.248
CO,40.09,-104.88,44247.686
FL,30.95,-87.18,164476.14
TX,32.22,-101.90,152609.68
TX,29.21,-98.41,61558.032
TX,31.41,-102.42,156849.9777
CA,34.46,-120.04,0
PA,40.81,-80.04,29431.64
OK,35.07,-95.47,54832.438
OK,35.07,-95.51,53009.294
OH,39.80,-81.35,29887.644
TX,31.80,-94.18,100903.158
WV,39.28,-80.69,209631.342
TX,27.94,-98.87,124930.78
WY,41.89,-110.09,3138454.634
KY,38.73,-82.93,24840.016
TX,32.80,-97.67,64643.698
TX,28.56,-97.86,62471.6639
TX,32.01,-101.02,71385.016
TX,35.81,-101.63,38398.39
TX,30.30,-100.64,26152.96
NM,32.16,-103.83,89459.872
TX,36.08,-101.05,37548.88
OK,34.65,-96.18,49978.116
ND,48.23,-103.52,74320.604
AR,35.34,-91.51,39.6
TX,31.21,-101.84,39848.972
TX,30.03,-99.84,26615.658
PA,40.26,-80.19,32988.48
FL,28.26,-81.56,38534.916
ME,44.12,-69.81,25206.658
OH,40.45,-81.23,113853.054
OH,40.79,-82.10,109172.868
OH,40.98,-82.97,76980.818
AZ,32.12,-111.20,38801.456
TX,30.37,-94.11,27015.306
MS,33.13,-89.07,29538.82
AL,33.59,-86.77,20293.84
LA,30.20,-91.10,29780.008
LA,29.87,-89.83,24486.676
LA,30.82,-90.18,17479.156
MS,31.32,-90.04,1903.294
MS,31.73,-90.05,59753.35
MS,31.95,-89.31,31124.488
MS,32.15,-88.84,82898.18
AL,32.32,-88.18,17524.138
AL,32.53,-86.93,17975.288
AL,32.51,-85.47,24899.816
GA,32.61,-84.82,15980.172
GA,32.79,-84.25,21189.136
GA,32.94,-83.71,28975.366
GA,33.06,-83.05,17868.008
GA,33.18,-82.37,22872.768
AZ,35.23,-111.83,81943.286
AZ,35.30,-110.85,58353.84
NM,35.42,-108.24,25269.222
NM,35.01,-107.24,39182.29
NM,34.28,-106.10,34914.838
NM,33.01,-105.48,49271.122
NM,33.30,-104.31,23640.578
OH,40.68,-80.86,58021.484
OH,39.94,-81.25,18198.884
PA,40.34,-77.16,90623.966
WV,39.27,-80.69,37696.268
TX,28.09,-97.49,187172.78
OH,39.78,-82.29,38246.16
TX,30.30,-100.65,42170.414
NM,32.41,-104.24,48232.684
NY,41.38,-73.54,121416.152
CA,33.60,-114.64,52165.544
CA,35.06,-119.02,27896.408
KS,37.27,-100.86,48918.202
OK,36.82,-97.30,37767.702
KS,37.20,-95.77,34118.386
KS,37.59,-100.45,9664.028
MO,37.02,-94.48,7594.688
LA,30.83,-91.25,68520.848
IN,38.96,-85.89,174831.946
TX,32.47,-94.07,46112.714
NE,40.02,-96.90,705.55
NY,41.24,-74.02,71430.09
TX,35.98,-101.83,19584.038
IA,41.68,-94.16,40207.522
LA,31.73,-93.06,30922.202
MS,33.75,-88.66,82918.696
CA,34.44,-118.58,24396.566
MS,31.23,-88.68,17907.332
IN,40.38,-86.79,44763.032
NY,42.97,-78.92,31250.032
CO,39.61,-106.00,42939.2
IL,38.74,-87.85,80703.398
CO,39.80,-104.95,829632.582
UT,39.55,-110.39,484280.678
PA,39.81,-75.42,183129.082
NV,36.14,-115.00,8535.25
TX,30.33,-97.62,13339
CA,34.32,-118.50,381572.25
NY,42.09,-75.97,17284.686
IN,41.08,-84.96,36252.564
GA,32.01,-81.26,62761.91
NC,36.44,-80.57,48366.75
PA,40.24,-76.85,111205.392
FL,29.96,-82.85,502835.312
FL,28.76,-82.03,527352.044
TX,29.07,-95.75,3186494.5
TX,29.07,-95.75,1895620.75
TX,36.05,-102.00,59844.68
UT,41.64,-111.86,27534.29
NE,40.92,-98.32,60631.246
MN,43.64,-95.57,39015.048
WV,38.43,-82.43,43149.556
CA,35.45,-118.99,726443.132
CA,32.86,-117.03,107174.75
WV,38.43,-82.02,12397.5
LA,30.24,-91.10,56510.988
NY,43.04,-76.14,53738.696
TX,30.02,-93.88,1908991.028
MI,43.44,-84.07,872.798
OK,36.07,-95.92,21011.12
MA,42.53,-70.88,293214.064
PR,17.98,-66.30,113870
CA,35.95,-120.87,206412.436
AZ,33.50,-111.79,87448.75
TX,29.92,-96.75,10987388.17
NC,34.96,-78.45,10767.25
TX,30.38,-97.63,716231.3935
TX,30.42,-95.01,116656.516
TX,29.70,-95.04,628384.172
CA,37.43,-121.95,22558.51
NM,36.80,-108.44,5734257.936
NM,36.80,-108.44,725512.232
TX,28.70,-98.48,2359159.342
TX,30.21,-97.61,623937.688
NM,32.50,-104.07,46171.5
MS,31.28,-90.37,27848.428
NM,35.31,-106.62,82004.5
TX,31.48,-96.96,5427082.87
FL,28.84,-81.33,3382864.512
CA,37.36,-121.94,36795.96
FL,30.57,-87.12,278079.595
AZ,33.33,-111.75,2082928.96
CA,33.78,-117.75,36093.5
ME,44.71,-69.64,290801.612
NY,44.71,-73.46,59776.676
MD,39.29,-76.63,8027.62
NE,41.17,-95.97,92057.812
TX,29.76,-95.18,57147.584
LA,30.26,-93.29,959351.032
ND,47.97,-101.09,22578.5
NJ,40.44,-74.34,313453.888
CA,33.92,-118.43,771073.336
GA,33.06,-83.81,9420858.112
NH,43.10,-70.78,853.136
CA,34.10,-117.55,17030.436
CA,34.15,-118.18,100031.5
PA,39.94,-75.19,212.646
AL,34.70,-85.99,33920.75
PA,41.27,-79.81,453332.992
CA,36.92,-119.98,0.8
OK,36.71,-101.48,53242.3
CA,35.76,-117.38,1643227.144
TX,30.32,-95.27,80042.25
TX,29.72,-95.19,28257.644
NY,42.57,-73.86,178741.428
FL,29.73,-81.63,6170125.916
OK,34.97,-96.72,827267.484
PA,40.80,-80.09,49634.518
CA,33.93,-116.57,319547.764
VA,37.40,-79.13,34448.372
KS,37.05,-100.89,40984.55
PA,40.41,-79.03,2991416.834
NJ,40.56,-74.25,1248050.324
GA,33.95,-85.28,227887.656
FL,28.37,-82.56,175380.232
MN,46.69,-92.43,36714.748
AR,34.20,-92.10,20520.75
GA,34.72,-84.97,16929.034
KY,37.15,-88.78,6856317.164
PA,41.07,-78.37,410027.776
WI,43.75,-87.88,220514.884
IL,39.28,-88.48,173473.752
NE,40.56,-96.78,938289.536
LA,30.49,-91.22,40210.548
PA,40.67,-80.34,14894.844
MN,45.38,-93.90,9776191.736
NJ,39.45,-75.06,9305.616
AL,33.51,-87.27,395952
NY,41.43,-74.42,189.9
NY,40.96,-72.87,17783.11
MO,38.72,-93.67,28840.35
CA,33.95,-118.17,17041.236
CA,40.15,-120.12,173.5
MO,36.88,-89.62,1819174.976
MS,31.60,-89.95,50500.712
UT,40.87,-111.91,42768.638
MN,44.03,-92.46,35587.216
NV,36.41,-114.96,687922.552
TX,30.15,-97.27,385877.268
TX,28.02,-97.56,16413.5
MO,38.92,-90.29,4008604.338
WI,44.13,-87.63,27075.294
MA,42.50,-71.16,42201.42397
GA,32.99,-83.85,108090.9
KY,37.88,-84.10,378915.714
NC,34.75,-78.81,56622.69
NE,40.58,-96.96,79935.378
NC,34.99,-78.31,26848.848
SD,43.60,-96.71,85095.208
TX,32.74,-96.44,96991.276
OH,39.56,-82.96,75963.064
IN,40.77,-87.15,24454.108
OH,39.37,-81.52,81469.144
IL,41.51,-87.62,32885.876
LA,30.51,-91.19,64107.508
MN,47.54,-95.13,61349.77
NY,43.36,-78.60,0
KS,38.05,-97.89,31458.532
SC,34.39,-80.07,72863.806
VA,37.50,-77.43,28118.244
OK,36.45,-97.05,3208121.41
IN,41.66,-86.30,123634.184
IA,41.33,-94.03,27952.5
OH,40.64,-80.68,785163.288
WI,43.74,-88.50,66193.15
MO,38.68,-94.48,47460.424
PA,40.28,-79.99,5897.15
HI,19.70,-155.24,83292.5
WI,42.85,-87.83,4778353.644
AZ,34.87,-114.53,1119530.952
AZ,32.54,-114.62,123523.25
MS,34.99,-90.04,1714933.896
CA,33.76,-118.24,141838.848
MS,31.53,-89.30,39925.568
OK,34.20,-97.04,117957.932
KY,36.89,-86.91,10903.25
NM,34.32,-103.22,40851.326
OK,35.10,-98.35,454088.964
GA,31.39,-84.08,34280.81
IL,38.12,-89.69,172869.376
CO,40.09,-104.88,149211.192
ND,46.93,-98.50,362014.176
PA,40.10,-75.32,4.796
OK,35.74,-97.66,42945.84
PA,40.54,-79.77,76773.791
PA,40.55,-79.77,1269724.869
AZ,34.32,-109.16,8499180.046
VA,37.46,-77.43,323668.4
MD,38.59,-76.91,1452601.668
LA,29.98,-90.44,2685455.998
MI,45.32,-85.30,1426484.324
MI,42.76,-82.47,3546722
MO,36.59,-90.18,356086.98
IN,41.70,-86.48,1636652.584
PA,40.82,-76.17,1139345.124
MN,44.85,-93.00,872087.604
LA,30.00,-90.46,1913977.608
PA,40.48,-80.07,12969.452
FL,28.49,-81.17,961695.688
CA,33.81,-117.98,2604.64
MO,37.07,-94.61,768415.702
IN,39.34,-87.42,30779.484
MS,33.45,-88.58,575208.928
IN,38.32,-85.67,34336.92
MN,43.96,-93.11,52296.3
NC,34.32,-77.99,23851.06
NY,43.08,-75.60,7031.824
OK,36.20,-97.04,31122.25
MA,42.20,-72.51,30245.14
IA,42.53,-92.44,19264.288
TX,31.91,-96.35,87405.066
TX,31.94,-94.99,200828.054
IL,38.03,-88.76,466389
FL,26.71,-80.65,49003.39
IN,39.39,-87.51,1118840.004
KS,39.76,-99.30,46868.324
MI,42.17,-83.53,185429.964
NV,36.14,-115.03,51382.608
OH,39.47,-84.40,398972.362
AZ,32.93,-111.59,206864.332
OH,41.11,-83.41,42257.8
CA,35.21,-119.59,1020349.668
OH,40.71,-84.11,22326.768
WI,46.69,-92.07,25147.196
IA,42.05,-92.86,835246.056
FL,30.36,-83.11,17424.184
FL,30.38,-83.18,46442.6
MS,32.29,-88.75,2472.04
GA,32.82,-83.51,3818.5
IA,41.67,-93.68,10892.812
IN,39.31,-87.34,184643
SC,33.89,-80.64,248539.07
NY,43.89,-73.40,212302.474
MS,31.98,-89.41,141688.124
GA,31.11,-81.55,21819.102
FL,30.38,-81.66,19226.228
TX,30.56,-98.37,1222497.02
TX,29.94,-95.53,962809.764
LA,30.26,-92.04,14924.344
MI,42.27,-84.47,53511.6
WA,47.23,-122.50,10377.75
CA,34.48,-120.13,30743.25
CA,34.10,-117.53,102.9
FL,30.59,-87.14,35581.616
LA,30.25,-91.09,48021.42
LA,30.69,-90.57,11561
FL,25.87,-80.38,1236704.19
OH,39.82,-84.17,26988.6
IN,40.38,-86.84,233048.798
IN,40.44,-86.86,131184.33
MA,41.92,-71.09,4757.25
IL,40.68,-89.51,6799.592
IL,42.27,-88.31,21614.368
TX,33.45,-94.13,47272.672
AK,61.16,-149.88,49807.612
PA,40.68,-78.24,36338.664
CA,36.02,-119.10,4745.75
CA,40.20,-122.29,28806
TX,31.08,-97.31,111909
PA,39.98,-75.15,33531.828
PA,40.00,-75.15,28336.442
AL,34.94,-85.70,160820.782
LA,31.99,-91.27,35371.5
OK,36.44,-99.47,1246631.364
MI,44.22,-86.29,473883.274
WA,48.49,-122.58,1296105.88
TX,30.10,-97.76,133165.5
TX,32.93,-96.75,564548.6083
TX,30.07,-97.86,1328394.2
TX,29.70,-95.40,147958.588
TX,33.59,-101.88,61927.716
TX,33.63,-96.84,121740.75
MI,43.21,-86.27,33018.812
MO,37.75,-89.87,44972.308
PA,41.85,-78.00,40002.326
ND,46.90,-97.26,243389.784
OH,40.08,-84.59,183836.608
IN,40.72,-86.44,189583.636
IA,41.99,-95.39,91490.456
MI,42.26,-84.79,202844.636
OH,40.51,-81.64,52844.552
WA,47.28,-122.24,34746.02
NJ,40.27,-74.78,34416.42
DC,38.90,-77.05,22243.424
KS,39.09,-95.69,43746.136
VA,38.06,-78.88,29010.738
CA,37.09,-120.93,47327.572
WY,44.84,-108.41,47347.13
IN,40.80,-85.86,29692.992
GA,33.18,-82.37,42606.04
GA,32.97,-82.82,92733.448
WI,44.28,-88.25,402204.84
SC,33.28,-81.80,114497
MS,34.29,-89.06,176986.25
TX,27.57,-97.83,427457.834
MI,46.44,-87.65,1035592.72
AL,31.26,-87.19,36493.75
OH,40.78,-81.40,251409.42
OK,35.42,-97.38,56175.07
IA,41.59,-93.57,23180.012
IL,42.27,-89.54,32353.328
OH,40.45,-80.61,37335.56
CA,34.41,-119.00,53926.5
RI,41.59,-71.43,104010.71
OH,40.71,-81.26,57547.144
CA,33.85,-118.34,2754771.912
LA,30.22,-91.08,17056.384
CO,39.85,-104.77,39635
CA,34.14,-118.30,69847.25
KY,38.26,-84.53,88554.616
TX,29.27,-98.55,30323.936
IN,38.29,-87.56,61314.92
FL,27.88,-82.65,39174.25
TX,29.70,-95.25,580945.412
FL,27.95,-82.35,25739.83
FL,30.23,-82.00,30367.434
AK,68.84,-148.83,29635.988
AK,68.51,-149.68,55129.092
UT,40.55,-111.99,56598
FL,27.38,-80.38,735531.624
NE,40.20,-100.98,46990.524
CA,37.50,-121.99,5798.75
MI,43.44,-82.73,15863.6
KY,37.46,-84.67,20230.85
CA,35.42,-119.01,40250.172
MS,33.73,-88.47,375358.924
FL,27.49,-82.55,152623.218
FL,27.38,-80.39,23302.694
NJ,40.35,-74.65,71614.372
NV,40.75,-116.53,1377529.65
CA,38.78,-121.31,14492.75659
PA,40.13,-74.80,27791.514
TX,32.36,-97.20,110639.5
IN,39.75,-86.50,90516.676
SC,34.54,-82.31,139865.222
AR,34.83,-92.16,29185.884
TX,29.80,-98.04,1251059.81
TX,32.46,-97.03,1455801.98
TX,32.43,-95.36,65905.064
VA,37.89,-75.56,42933.554
NC,35.95,-80.72,38150.856
NC,36.14,-81.16,25340.802
TN,36.42,-89.01,39024.926
AR,36.37,-93.57,30675.684
AR,35.37,-93.57,104466.998
TX,35.26,-101.64,71305.522
WA,46.14,-118.92,104440.318
KS,38.00,-101.01,58208.38
IL,41.55,-90.23,37294.388
IN,40.75,-86.57,133954.276
IA,41.30,-91.36,51154.17
IA,41.84,-94.13,51172.166
IA,42.51,-92.26,48438.012
AR,34.26,-92.08,27204.648
MO,38.75,-93.33,85856.96
MN,47.53,-90.91,11.3
OH,39.73,-84.21,465276.596
GA,32.59,-84.69,187073.934
LA,30.01,-90.88,594024.146
AZ,32.42,-111.17,62951.5
MA,42.63,-71.31,12308.654
WY,41.59,-109.76,1560908.698
IL,39.85,-88.93,654374.792
AL,31.23,-88.07,95324.992
TN,35.74,-84.32,379882.754
VA,37.19,-81.44,60932.25
LA,29.82,-91.54,148516.3
TX,29.65,-95.45,36856.164
TN,35.61,-89.24,28143.344
TX,29.01,-95.89,63657.66
TX,30.59,-95.92,1033363.968
TX,32.02,-94.62,1297527.592
GA,33.35,-85.00,59549.534
OK,34.68,-95.93,1862559.748
AL,32.65,-86.74,798588.44
VA,37.87,-78.38,1404494.296
PA,40.18,-79.69,2669501.308
GU,13.41,144.67,19179.49
NE,40.91,-96.61,104841.976
OH,41.58,-81.52,81766.2
CA,37.50,-121.95,40381.348
UT,40.79,-111.90,622271.038
TX,29.45,-98.35,246397.75
TX,29.38,-94.94,981295.812
TX,33.60,-96.56,61668.17994
ME,43.64,-70.32,108961.4621
TX,33.00,-96.72,263886.2912
UT,40.43,-111.83,143488.9768
TX,32.29,-97.50,463535.83
KS,37.69,-97.22,24174.008
PA,39.95,-75.19,18036.384
MI,43.60,-84.24,33653.97
LA,30.32,-91.24,2058218.38
NC,35.17,-78.86,39529.852
MI,42.92,-86.03,35166.906
MD,39.30,-76.59,101294.916
TX,29.71,-95.40,40960.396
OH,40.00,-83.02,142264.016
MA,42.36,-71.12,76533.248
TX,29.35,-98.46,66813.276
NC,35.91,-79.06,201214.156
TX,32.81,-96.84,60913.298
AL,30.52,-88.13,663541.992
GA,34.71,-84.92,3190786.576
AR,35.46,-93.81,121801.278
MO,39.55,-92.64,8257226.386
AL,34.00,-85.73,54616.25
OH,40.22,-81.86,8327.668
FL,27.74,-81.85,462110.088
IL,40.11,-87.65,84987.808
ND,48.39,-102.95,15615.292
NV,36.04,-114.99,233.3
RI,41.64,-71.17,582315.592
PR,18.42,-66.17,51870.93
OH,41.63,-83.50,1507155.766
TX,34.18,-102.57,2686412.098
FL,26.61,-80.07,2422.536
CA,36.84,-120.45,27550.796
AR,36.14,-94.26,86737.972
TX,29.43,-94.98,54381.6
TX,29.73,-95.09,51477.656
TX,29.96,-93.90,1812609.878
TX,29.47,-98.67,38475.13037
NV,39.56,-119.53,1803500.816
CA,37.71,-121.49,362670.656
OH,39.12,-84.80,95035.326
TX,29.76,-95.62,384882.2
MI,42.12,-83.18,1222448.848
MT,45.94,-111.48,305309.242
KY,38.58,-85.41,7732992.758
TX,32.13,-96.10,84808.334
TX,32.69,-96.63,2898.25
WI,42.77,-88.42,38812
OH,41.48,-83.46,524837.938
OK,36.11,-95.99,131842.312
OH,39.73,-82.14,228181.7
WV,40.15,-80.66,685946
FL,25.44,-80.33,2010082.974
GA,33.16,-84.85,79619.25
AL,31.15,-88.17,104720
CO,40.29,-107.05,60424.836
CO,40.48,-107.04,50285.75
TX,31.09,-96.70,2724322.452
TX,30.53,-96.03,102360.75
AR,34.27,-92.03,66458.206
AL,32.45,-87.96,28752.392
AL,33.67,-85.85,24643.588
AR,33.74,-93.61,18892.622
AL,33.96,-86.81,95142.562
AL,34.05,-86.58,49086.32
GA,31.77,-84.78,99889.372
MS,32.83,-89.53,32506.522
NE,40.76,-99.74,46429.366
IA,42.64,-95.19,31562.232
NE,42.42,-96.51,61397.732
OK,33.96,-94.76,52699.212
AR,35.44,-93.49,40452.25
GA,34.28,-84.06,69695.966
MA,42.47,-71.28,33701.984
GA,32.37,-84.88,60637.524
NY,43.07,-78.30,31605.38
NC,34.94,-76.82,45819.344
WI,44.20,-88.45,52160.504
NY,42.41,-76.90,72668.076
IL,41.34,-88.88,43979.584
TX,29.39,-98.61,18983.728
TX,32.77,-97.45,20560.464
GA,33.94,-84.53,40170.698
GA,32.62,-83.58,49031.656
OH,39.81,-84.05,77776.902
AL,33.63,-85.95,18666.66
KY,37.90,-85.95,37980.856
SC,34.00,-80.95,46403.852
TX,29.45,-98.44,30846.784
MO,37.73,-92.13,44029.248
