State,Latitude,Longitude,Total reported direct emissions
MI,42.20,-84.36,14669.744
WI,43.20,-88.15,31742.384
KY,38.75,-85.04,10385614.21
IN,38.37,-87.77,8984925.126
IL,40.47,-88.40,105687.856
IN,38.35,-87.56,536330.5
AZ,32.98,-112.69,4072372.956
NJ,40.57,-75.17,44073.978
TX,26.27,-98.19,50707.142
CA,37.00,-121.54,13862.648
CA,36.23,-121.13,6479.128
SD,44.88,-97.11,184577.504
ID,42.95,-114.63,28404.982
CA,34.18,-119.07,36737.512
TN,36.25,-88.61,371381.249
MD,39.19,-76.61,12147.5
CA,34.13,-118.15,11907.556
NY,40.83,-73.65,79850.24
AL,33.60,-85.93,28800.192
FL,27.80,-82.38,72862.076
MD,39.26,-76.56,87708.82
IA,42.49,-94.17,45683.528
CA,33.78,-118.22,37113.86
KS,37.28,-98.59,51042.208
PA,41.06,-76.86,45227.68
NC,35.32,-81.00,88122.968
NH,43.09,-70.77,32553.328
OK,36.25,-95.28,37610.808
CA,37.92,-122.37,26681.8
TX,32.84,-100.45,42097.992
GA,32.11,-81.15,26399.9
PA,40.63,-80.42,78081.656
IN,38.67,-86.76,33767.472
IL,42.37,-87.82,25483.204
NC,34.17,-77.95,37295.16
LA,29.92,-90.14,27022.548
NJ,40.10,-74.83,31899.68
CO,40.10,-104.80,26758.7
TX,29.99,-94.17,51644
KS,38.93,-99.35,42926.088
IL,40.11,-88.60,35276.068
GA,34.56,-84.78,203309
KS,37.79,-97.52,94671.976
VA,38.12,-78.20,452694.748
NH,44.44,-71.19,10937.002
NY,40.66,-74.01,15737.312
TX,33.14,-98.61,175352.952
ND,47.98,-97.12,52753.25
NE,40.89,-98.71,87009.95
OK,36.19,-95.29,2252126.236
IL,37.66,-89.51,0
NC,35.68,-80.51,26474.9
TN,36.02,-88.38,101745.416
NH,42.90,-71.43,1241510.5
WV,39.56,-80.16,772529.532
GA,33.33,-81.95,367234.402
TX,33.26,-94.07,332052.066
MI,42.30,-85.58,138281.08
MI,42.31,-85.19,64898.556
WI,44.74,-90.58,32659.92
VA,37.16,-76.69,19550.2
WI,43.70,-88.38,327979.854
WI,44.52,-88.01,172448
PA,39.94,-75.19,609303.092
WA,46.97,-123.48,1367816.232
CA,34.16,-118.28,111233.936
MI,43.97,-86.44,19467.808
NC,35.74,-79.74,162532.55
ND,47.36,-101.84,3523412.1
ID,42.89,-112.49,0
IA,41.56,-93.53,545536.276
OK,35.98,-95.93,1317519.012
NE,42.52,-98.96,68044.344
MN,43.66,-94.49,161798.64
IL,38.68,-90.17,6784.224
IN,37.91,-87.73,72926.376
NE,40.82,-98.61,149022.688
NE,40.70,-97.57,117000.16
GA,32.54,-82.91,179229.174
NY,43.19,-73.61,14531.444
NE,41.57,-98.82,83080.588
AL,32.60,-87.78,463926.82
MN,43.76,-94.15,4242.284
NY,42.68,-76.95,253364.068
FL,30.16,-81.52,409807.41
CA,39.14,-121.64,55670.14
TX,29.82,-95.22,172505.352
VA,36.72,-77.65,4055742.568
OH,40.07,-84.61,99258.084
MI,43.11,-82.70,500257.592
SC,34.20,-82.08,53438
MO,38.86,-94.30,52098.564
TX,27.89,-97.26,355481.932
OH,40.75,-81.51,71607.88
AZ,35.05,-114.13,1340559.332
SD,45.37,-98.10,97205.24
TX,29.62,-98.14,1940599.208
CA,37.21,-121.90,63721.45
OH,40.71,-84.08,98683.228
PR,18.37,-66.11,51540.946
FL,30.57,-87.23,1034187.594
TX,27.92,-97.31,230483.052
FL,26.61,-81.76,7238.75
LA,28.31,-90.02,26686.716
LA,29.07,-89.98,31496.606
AK,60.96,-151.33,27267.21
AK,60.84,-151.62,58715.912
LA,27.73,-91.11,41326.662
LA,27.51,-90.56,138200.878
LA,27.33,-90.71,110424.954
LA,30.27,-93.16,45011.47097
TX,28.62,-97.64,143614.902
TX,30.99,-102.97,53148.282
OK,34.85,-97.57,45743.39
WY,41.54,-109.96,60684.876
WV,37.74,-82.15,0
TX,29.85,-94.92,0
OH,40.00,-84.80,32087.13
PA,40.38,-76.67,67267.364
MI,45.26,-84.77,41421.85
MN,46.79,-92.70,97088.112
MI,46.48,-89.88,74855.206
MN,47.33,-93.85,78384.418
MI,43.94,-84.94,16346.544
MI,46.12,-85.44,48942.718
MI,43.15,-83.56,50882.918
MN,47.58,-95.21,43108.442
MN,48.26,-96.24,37268.668
MI,46.44,-89.82,53363.314
TX,30.91,-102.87,30845.378
TX,32.93,-96.82,36554.722
LA,30.42,-91.90,37095.812
TX,32.14,-94.33,102729.674
LA,32.03,-92.92,44787.964
TX,30.61,-94.95,53213.464
LA,32.25,-93.28,143395.492
MS,32.04,-90.13,162428.242
TX,31.28,-93.98,43349.646
LA,31.16,-92.20,42386.77
MS,31.34,-90.22,36923.548
LA,32.97,-93.92,62837.932
LA,30.66,-90.65,14321.45
LA,31.87,-92.26,40736.064
TX,33.52,-95.65,51257.328
LA,30.06,-91.12,25416.214
LA,32.67,-92.09,13999.436
LA,32.40,-91.17,207439.354
LA,32.31,-92.27,129886.11
TX,29.30,-95.94,181046.828
MS,31.73,-89.98,91266.668
NY,41.88,-75.14,89238.97
LA,32.38,-93.36,63069.236
GA,33.79,-84.46,24598.75
IL,42.24,-89.09,51589.838
MD,39.18,-76.53,168421.08
SC,34.40,-80.16,4831.854
NC,35.38,-78.09,2380026.564
KY,38.70,-83.82,7960447.33
TX,32.46,-94.49,3067434.816
TX,30.29,-97.74,216675.084
MA,41.99,-70.90,734.75
HI,20.09,-155.47,103964.816
VA,37.10,-76.39,24381.856
NC,36.19,-80.29,40461.75
AK,61.22,-149.87,5735.614
CA,37.32,-122.09,19.7
MD,39.64,-76.30,50100
LA,29.68,-91.24,113832.75
NE,40.57,-98.43,46946.198
MI,42.68,-85.29,11887.2
OH,38.60,-82.83,952323.798
MA,42.77,-71.12,51547
HI,19.70,-155.06,151049.496
HI,19.72,-156.03,208108.734
HI,19.63,-155.03,85018.034
HI,21.39,-157.96,751162.206
HI,21.31,-158.11,121884.23
HI,21.36,-158.13,1724432.362
HI,21.31,-157.86,0
IN,39.88,-85.41,79456.05
IN,40.47,-86.16,49960.412
NC,35.15,-79.00,66439.764
MN,44.54,-94.34,192913.224
MI,43.43,-84.16,95006.292
MN,44.97,-93.26,32945.362
LA,29.90,-92.07,86381.23
PA,40.75,-75.27,582534.79
OR,45.80,-119.37,1095841.788
FL,28.67,-82.48,139251
MN,43.86,-95.30,85743.928
UT,40.65,-112.05,51617.754
AL,34.66,-87.07,45399.48
TX,29.75,-95.12,54051.496
MN,47.43,-92.94,20423.974
SC,32.40,-80.93,22644.05
WI,44.11,-88.19,47455.8
GA,33.66,-84.34,11262.25
NY,43.09,-77.39,186531.658
CA,35.49,-119.04,10944.36
MN,44.23,-95.30,78374.004
UT,41.12,-111.99,83110.806
FL,27.95,-82.34,224095.092
CA,37.42,-120.85,74619.842
TX,29.65,-95.45,155694.774
TN,36.38,-86.42,38609.356
OH,41.70,-83.49,14700.4
MO,38.11,-90.26,3017424.632
SC,33.27,-80.44,1165163.432
MI,45.07,-83.40,1760792.23
UT,41.06,-111.53,741584
TX,32.51,-96.97,1013315.71
OK,34.77,-96.70,322820.87
CA,32.91,-115.57,84395.878
KS,37.79,-96.87,1813008.666
OK,36.12,-96.00,535801.932
OK,36.37,-95.85,455019.764
UT,40.88,-111.91,431177.996
TN,36.55,-82.63,185317.446
IA,43.07,-92.21,268832.488
OH,40.37,-84.19,32609.956
AL,33.62,-86.16,53137.946
AL,30.76,-88.07,43568.736
IL,37.17,-88.76,443.746
LA,30.47,-91.18,34680.836
LA,30.22,-91.05,516571.4778
TX,27.30,-92.46,8134.072
TX,28.20,-98.90,158498.144
TX,32.16,-94.88,85332.07
CO,40.87,-104.23,37731.006
TX,35.46,-100.40,142
TX,35.77,-100.38,39411.204
KY,37.15,-87.40,8963.25
MN,43.68,-92.97,65120.704
SC,33.82,-78.97,229272.692
GA,32.40,-83.55,59826
TX,29.71,-95.24,1924081.93
VA,39.13,-78.19,75437.144
KY,36.62,-87.49,44624.776
AL,33.20,-87.61,911632.478
MS,31.81,-89.01,29992.822
WV,38.41,-82.38,87214.972
VA,36.99,-76.44,83062.38
OH,41.05,-81.53,17943.828
TX,30.31,-95.39,49709.712
AL,34.67,-86.61,97333.872
MI,43.72,-83.06,63516.75
NY,42.10,-76.05,28867.99
NE,42.35,-97.71,98877.028
NY,42.29,-78.01,78047.218
AL,32.28,-86.32,28077.74
GA,34.55,-83.46,32734
KY,38.18,-85.65,29556.588
GA,34.25,-83.80,88025
TX,31.75,-102.85,5514.98
PA,40.40,-80.35,30510.336
AR,35.26,-91.84,102733.284
LA,32.25,-93.27,89352.714
NJ,40.80,-74.43,20252.83
NJ,40.79,-74.43,24312.91
OH,40.74,-80.94,152614.434
PA,41.77,-76.48,2214491.192
PA,41.19,-76.90,2096220.532
CT,41.93,-72.69,30755.526
KS,38.97,-95.24,107070.15
TX,32.73,-97.22,702844.444
PA,41.29,-79.81,42019.144
CA,36.27,-119.65,4689.784
OH,38.57,-82.78,3737771.048
ND,46.07,-96.89,179134.176
CA,33.77,-118.27,57670.184
FL,27.64,-81.96,375133.488
KY,37.73,-85.72,112252.75
TX,30.30,-94.25,17971.484
MT,45.76,-107.60,692183.986
IN,39.71,-86.20,1001527.626
LA,30.17,-91.99,20088.276
NY,40.80,-73.91,41797.996
AZ,33.48,-113.11,856423.828
TX,35.30,-101.75,5024891.384
WV,39.52,-80.44,457944.29
TX,32.40,-94.44,1126912.024
WV,39.38,-80.33,10953742.38
NV,36.43,-114.90,1247427.676
AR,36.19,-94.28,46594.976
CT,41.76,-72.68,42192.592
CT,41.76,-72.67,40320.448
TX,29.76,-95.10,953.846
GA,34.34,-82.82,117536.748
PA,39.97,-80.41,1313729.09
HI,20.87,-156.45,44245.25
GA,33.36,-84.99,310501.148
NY,41.11,-72.38,24403.954
LA,27.11,-90.76,36618.684
OH,40.41,-81.11,107013.946
AL,30.89,-88.07,53288.892
KS,37.90,-97.81,203897.522
TX,32.61,-95.20,118349.276
TX,28.35,-98.56,75427.426
TX,35.84,-100.35,30592.39
MO,39.13,-94.48,2665529.716
DE,39.74,-75.51,568195.526
CO,40.49,-107.19,2652785.338
CA,33.76,-118.09,1053474.768
TX,29.78,-97.99,1152057.98
MI,46.35,-87.12,80554.75
KY,38.24,-85.78,26808.6
AK,58.37,-134.60,6602.544
PA,40.62,-78.91,212787.5
PA,40.35,-76.37,1755456.544
NY,40.80,-73.91,43526.14
MN,44.98,-93.28,162738.678
CA,36.24,-119.90,13562.1
IN,39.95,-85.50,96894.04
TX,34.85,-102.29,107465.596
IN,39.78,-86.23,53338.918
OR,45.79,-119.31,1712949.164
MI,43.84,-85.42,21766.368
WI,45.15,-90.47,1593.544
TX,31.92,-103.09,24749.856
TX,31.86,-103.09,21536.268
MN,46.74,-92.15,29105.232
MN,47.33,-92.93,288615.156
IL,39.72,-90.84,17487.35
PA,40.99,-80.44,2334993.596
WA,47.10,-122.29,5079.5
MN,44.93,-93.11,1272885.584
CA,34.60,-117.36,1537823.352
CA,37.39,-120.50,20565.5
PA,39.89,-79.94,750833.564
AL,33.00,-85.90,1944523.544
NY,41.13,-74.17,175.7
TX,33.58,-96.53,17034.75
TX,36.08,-102.51,43946.79
MS,32.38,-90.22,1307841.204
FL,27.79,-81.87,4380842.164
PA,40.18,-79.58,1048.7772
OK,34.91,-96.13,65389.97892
TX,31.88,-103.94,86791.7
TX,31.85,-101.79,105447.309
ND,48.69,-102.92,32845.488
ND,47.69,-103.27,37672.978
ND,47.92,-103.78,96251.564
WY,43.84,-105.36,58434.698
TX,32.78,-102.95,47266.226
FL,30.07,-82.88,48208.772
PA,39.89,-80.45,32253.25
LA,30.37,-93.33,54461.156
NM,32.73,-103.31,1367487.984
AL,30.75,-88.06,622688.992
IL,37.22,-88.88,353301.226
AL,30.53,-88.11,655346.8
CO,38.33,-105.01,683625.366
MD,39.65,-77.68,577699.988
KS,37.93,-100.97,1623726.066
MO,38.75,-94.00,70701.07
IL,39.22,-88.76,693083.832
MI,42.74,-86.07,339452.992
GA,32.29,-83.47,30729.988
OR,44.55,-123.26,21870.22
WY,41.13,-104.79,13984.846
WA,48.47,-122.56,1837592.04
NY,40.82,-73.07,40183
PA,40.51,-79.20,4452104.964
OH,40.27,-83.51,104157.496
IN,39.37,-85.54,23642.76
MN,44.99,-93.43,34051.0334
IN,41.68,-86.30,15556.238
TN,36.08,-87.94,150719.558
LA,30.77,-91.28,195533.806
IN,38.80,-86.45,67353.7
MN,46.29,-96.04,147982.728
VA,37.29,-77.28,521193.136
WA,46.34,-119.35,44471.5
OK,35.51,-97.18,497212.956
AR,34.30,-92.87,1000030.644
LA,29.58,-90.72,14945.196
TX,29.75,-95.12,40121.058
NJ,39.49,-75.03,24024.712
DC,38.92,-77.03,15046.796
OH,41.45,-81.68,69155.694
SD,45.46,-98.53,68487.892
AR,34.58,-92.53,32543.928
OK,34.02,-95.32,1016844.018
ME,44.58,-69.61,28304.344
PA,40.84,-76.83,2830394.376
PA,41.20,-76.07,137468.692
PA,41.20,-76.07,18267.332
UT,39.17,-111.03,9238311.006
PA,39.87,-77.17,2183972.556
UT,39.38,-111.08,6255878.746
SD,44.37,-98.25,54271.696
KS,38.09,-97.87,52056.216
LA,32.46,-91.51,23563.112
MO,36.92,-93.91,18703.18
FL,29.78,-81.31,24005.96
UT,40.13,-111.64,24924.856
PA,40.63,-76.19,67932.444
SD,42.89,-97.35,31362.432
VA,38.69,-77.24,31367
WV,37.78,-81.27,797089.25
KS,38.98,-95.21,55136.788
WV,38.77,-82.20,24636.108
MO,39.74,-94.85,78167.956
TX,33.95,-98.68,121277.2
TX,32.12,-94.71,110117.1
TX,30.34,-94.36,32694
MO,38.17,-90.76,60627.75
LA,30.87,-92.61,40258
FL,30.35,-81.75,37656.628
IL,41.33,-89.08,794564.304
IL,40.44,-87.65,46022.15
IL,40.51,-88.99,25362.804
OH,40.37,-81.35,67591.796
AL,33.16,-86.30,42306.64
GA,33.01,-82.85,39844.746
GA,32.96,-82.82,48420.068
PA,40.43,-80.29,37435.05
IL,40.76,-88.01,59650.776
IL,40.42,-89.47,43808.1
FL,27.58,-80.48,15782
LA,27.32,-90.54,88858.098
TX,26.94,-94.69,94977.432
LA,28.87,-88.06,61941.006
OH,40.33,-80.94,413819.594
TX,31.50,-94.24,255783.386
PA,40.26,-80.25,164384.436
TX,30.76,-94.70,77639.966
IN,39.16,-86.52,93365.004
OH,39.13,-84.71,31082.384
TX,29.73,-95.15,63955.36
TX,29.23,-95.19,2607003.342
OH,40.72,-84.13,123412.32
TX,29.60,-95.02,287850.716
TX,29.36,-94.93,83803.736
TX,29.72,-95.09,136141.932
TX,29.72,-95.09,9035.416
OH,41.89,-80.75,127196.98
OH,41.89,-80.76,324658.528
TX,29.36,-94.93,136102.262
IL,41.81,-88.15,57718.632
SC,32.97,-79.89,121884.936
SC,32.90,-79.97,22562.616
LA,30.83,-93.29,59565.024
KY,36.95,-89.07,85995.876
CA,37.07,-120.88,82511.84
IA,41.97,-91.67,66169.4
PA,40.86,-80.28,35932.044
AZ,33.25,-111.88,577375.7125
NM,35.23,-106.66,68322.62009
OR,45.49,-122.89,30576.8047
OR,45.50,-122.92,511894.9302
LA,29.94,-90.33,17755.986
LA,30.78,-89.86,129648.256
KY,37.82,-87.59,50835.408
GA,32.10,-81.12,372748.512
PA,41.86,-78.45,91792.252
NJ,40.13,-74.71,916.7
TX,28.69,-96.94,1947171.198
TX,29.71,-95.25,706316.766
SC,34.23,-80.66,66891.748
TX,30.09,-93.73,141730.516
IL,41.41,-88.21,46825.124
IA,41.65,-91.63,25069.598
IA,42.03,-93.64,208784.66
IN,39.49,-86.42,515614.34
PA,40.60,-80.22,10240.812
PA,40.84,-80.32,26201.768
NC,35.77,-80.82,96367.06
TN,36.33,-82.33,31994.95
AZ,33.01,-111.43,26601.25
NY,40.79,-73.11,47109.244
IN,40.89,-85.47,19500.912
KY,37.05,-88.36,72599.578
OH,40.72,-84.12,123936.982
TX,29.42,-94.97,35750.516
TX,32.19,-97.11,44310.75
MO,39.45,-94.98,7035171.8
CA,34.65,-120.46,37200.16
NY,43.25,-73.81,244823.544
NY,42.09,-78.46,25906.404
NY,43.47,-76.50,11978.856
NY,42.65,-78.08,20245.276
NY,42.97,-78.92,30057.636
AR,35.67,-91.41,4506834.404
NY,43.50,-76.45,1378307.54
DE,38.59,-75.23,353506.824
FL,28.49,-80.78,34128.57
IN,41.66,-87.45,1204948.786
CA,33.91,-116.55,18839.78
LA,30.19,-93.33,162171.446
TX,29.97,-93.96,1353889.632
TX,29.42,-95.24,42678.64
AL,34.64,-87.06,275096.476
CA,33.50,-117.16,20503.76818
AR,33.14,-91.97,43837.484
VA,37.80,-79.99,34497.92
MO,39.13,-94.57,24992.156
NC,36.03,-80.23,32334.294
IL,41.78,-87.82,583828.034
IN,39.74,-86.17,64813.75
PA,40.08,-75.33,9628.664
FL,28.26,-81.55,273128.694
UT,39.50,-112.58,6975795.847
UT,40.22,-112.08,52082.65
MS,33.36,-88.46,144526.43
PA,42.04,-79.85,34061.75
GA,32.25,-84.07,108128.018
SC,33.36,-79.30,292481.704
LA,32.16,-93.56,682281
KY,38.69,-83.80,55691.5
CO,37.15,-107.78,383827.746
OK,35.15,-97.92,82765.706
UT,40.04,-109.45,112645.584
TX,27.26,-98.90,33381.988
TX,31.34,-101.80,199832.7305
CT,41.43,-73.37,53579.1
NC,35.21,-77.12,93987.324
TX,30.22,-93.74,349879.762
FL,30.61,-87.32,324737.93
AL,31.97,-87.48,202778.432
LA,31.91,-93.17,175841.05
OR,44.06,-122.95,104316.704
OK,34.00,-95.11,458896.846
MS,32.53,-90.77,174210.708
IN,39.91,-87.42,21958.25
LA,32.78,-91.91,14138.75
VA,36.67,-76.89,98417.5
AL,30.75,-88.05,22632
GA,34.25,-85.33,308952.232
FL,30.60,-87.38,28866.25
AL,34.74,-87.31,98226.75
VA,36.68,-76.91,85050.732
GA,32.16,-81.16,106812.04
AL,32.42,-86.47,396589.774
NC,34.35,-78.20,325787.898
AL,32.43,-86.87,477369.714
AK,61.17,-149.91,427262.192
IL,39.82,-89.59,846.938
GA,31.74,-81.41,66081.326
MN,44.78,-93.04,69387.604
IA,40.69,-91.23,1473227.592
PA,39.80,-80.16,1666338.388
PA,39.89,-80.19,250242.75
OH,41.68,-83.48,781296.894
IN,41.66,-87.47,179166.218
IN,40.93,-87.07,76254.664
GA,32.74,-83.65,66162.6
NY,43.27,-73.59,33998.872
AZ,32.16,-110.90,452448.604
ID,42.74,-111.54,130236.544
CA,35.56,-115.60,74613.772
VA,38.02,-78.65,12641.25
NE,41.06,-101.58,61155.7
FL,30.36,-81.62,153026.032
MI,42.91,-86.20,8350611.516
TX,29.31,-98.32,7997807.323
WI,44.30,-91.91,1956797.782
FL,29.65,-82.32,194974.128
WA,46.84,-119.18,114828.156
CA,36.55,-120.11,17844.058
TX,33.60,-101.84,30228.588
TX,27.70,-97.45,36582
WA,47.13,-119.19,25959.016
FL,28.06,-81.10,136702.052
CA,35.40,-119.41,37170.66
CA,36.07,-119.57,28833.492
CO,40.10,-104.77,347511.86
ND,47.93,-97.08,50083.62
TX,32.29,-97.50,41861.992
WI,42.68,-89.03,156800.75
TX,29.11,-96.54,264461.216
CO,40.45,-103.96,36656.804
NM,32.17,-103.17,110122.172
TX,31.96,-102.60,94083.87
TX,32.05,-100.68,122155.504
TX,27.81,-97.46,72240.316
TX,30.43,-99.81,63113.778
PA,42.00,-77.03,53959.9
PA,39.91,-80.08,53880.67
WA,46.53,-122.84,13689.858
IN,40.38,-85.09,30795.218
PA,40.28,-75.34,26215.524
IA,42.05,-92.90,42517.408
CO,40.44,-104.69,157271.55
IA,41.00,-92.39,45532.99
IL,39.99,-90.40,33933.64
MO,38.54,-92.10,23056.8
AR,34.34,-92.19,58640
LA,30.27,-92.86,54121.25
LA,29.91,-90.26,63076.746
PA,41.76,-76.42,50227.876
NV,41.40,-115.91,18754.6
PA,40.18,-80.27,25020.856
VA,37.23,-82.04,416122.31
KY,37.81,-85.69,56111.218
KY,37.93,-85.65,26783.7
IA,42.50,-92.36,44661.832
MD,39.33,-76.62,32735.28
OH,41.53,-83.71,65582.364
TN,35.37,-84.52,114620.356
OH,41.30,-84.34,40213.652
OH,41.29,-84.36,39135.86
CA,36.52,-121.43,82292.5
NC,35.51,-78.43,104223.25
ID,43.67,-116.73,58716.632
ID,42.91,-112.53,118921.884
TX,29.70,-94.90,50418.912
OH,40.31,-80.61,75390.656
ME,45.00,-68.70,44540.05
SC,32.70,-80.03,44415.832
TX,29.61,-95.05,42311.04
TX,33.10,-97.96,1470606.9
TN,35.29,-86.37,49978.772
GA,33.82,-84.48,6596540.804
MI,42.25,-84.38,958778.296
TN,35.59,-88.88,31483.5
AL,33.63,-87.06,20998638.9
FL,28.01,-82.15,30698.884
VA,37.06,-80.73,27245.348
VA,38.44,-78.87,30444.832
MO,37.11,-93.26,81070.648
SC,32.36,-81.12,1852381.37
AL,33.71,-86.86,210821
AL,33.71,-86.71,40375.25
KS,39.28,-96.12,8759787.31
WV,38.30,-81.00,16875
OH,40.84,-81.27,38175.856
WY,41.74,-108.79,10830859.35
OR,45.55,-122.93,97882.20238
PA,40.79,-76.20,823537.326
WV,38.47,-81.82,11528677.03
KY,37.00,-84.59,482534.402
SC,34.35,-82.78,2235603.164
TN,36.38,-82.96,1620941.703
MO,37.15,-93.39,2387154.91
AR,33.64,-93.81,3112289.582
OH,41.52,-83.72,63283.212
AL,32.43,-84.98,27942.748
TX,32.39,-97.39,41569.548
TX,32.40,-97.41,340804.436
TN,36.03,-87.99,537957.226
IL,41.49,-88.13,422028.784
IL,41.49,-88.13,4105.984
WY,41.38,-105.45,144787.13
TX,33.52,-101.74,716226.914
IL,37.21,-88.86,5387629.68
IN,41.60,-87.48,26911.848
MI,46.79,-89.13,56466.85
NE,40.48,-99.07,72152.428
NE,41.02,-98.88,133146.648
OH,40.01,-82.46,31253.032
HI,21.30,-158.10,844208.348
GA,33.27,-82.40,62991.9
TX,29.62,-95.09,44956.18
IL,41.03,-87.87,896.75
TX,28.82,-97.75,58897.904
LA,32.17,-93.78,14940.278
LA,32.46,-93.49,33662.662
LA,32.19,-93.49,52548.88
LA,32.19,-93.49,44936.758
LA,32.00,-93.30,32515.356
TX,33.53,-97.88,109238.216
LA,29.88,-92.28,45623.886
LA,32.14,-93.99,43735.456
CO,40.14,-104.46,56929.84
TX,28.75,-98.01,299146.252
OH,40.73,-80.93,103330.628
TX,31.95,-103.04,87115.242
UT,40.36,-110.29,46701.98
UT,40.38,-110.09,62759.268
TX,27.47,-98.06,314698.69
WY,41.07,-110.76,65372.81
NV,36.30,-115.29,55689.704
NV,35.84,-115.62,97562.45
UT,38.21,-112.92,34159.286
WY,42.02,-110.57,228200.35
UT,40.77,-112.01,44582.642
UT,37.45,-113.74,114059.73
TX,27.03,-98.97,281.25
TX,27.43,-98.11,19871.034
TX,28.34,-97.14,9614.018
TX,27.04,-98.17,21916.172
LA,30.45,-92.52,133982.308
TX,26.59,-99.09,25132.614
TX,26.57,-99.12,21531.126
TX,28.02,-98.56,9593.776
TX,28.65,-97.90,35026.424
TX,29.83,-95.87,60405.834
TX,30.60,-94.93,23559.97
TX,29.17,-97.13,27876.304
TX,31.81,-103.07,30824.034
KS,38.29,-98.20,94994.79
KS,39.20,-96.59,35754.116
HI,21.98,-159.34,91920.636
HI,21.90,-159.59,27264.008
CA,32.70,-117.15,104923.804
CA,38.01,-121.94,125026
MI,42.32,-85.15,19447.376
PA,40.09,-76.38,26289.828
NE,41.22,-96.06,34090.51
TN,35.10,-89.99,23808.96
PA,40.25,-79.89,7446.75
MI,42.78,-85.68,96717.5
MI,42.95,-85.69,82524.136
OH,41.14,-81.34,38658.904
WV,37.58,-81.57,71795.196
CA,35.50,-119.04,8676.968
CA,35.30,-118.92,138543.21
WI,42.71,-87.86,12905.5
NY,42.96,-74.38,21773.768
PA,40.72,-75.40,697879.814
PA,41.43,-75.59,52505.75
IL,40.64,-89.65,142039.06
NY,40.64,-73.78,249746.276
CA,38.52,-121.20,154436.942
SC,33.42,-81.90,138145.196
PA,39.84,-75.36,150784.732
WI,45.10,-87.65,40814.496
KY,37.82,-87.30,107706.144
OK,35.97,-95.93,106542.448
TN,35.77,-84.33,65983.852
AL,30.74,-88.05,296110.684
CT,41.56,-73.41,149570.888
GA,32.60,-81.74,37995.506
VA,37.67,-76.77,109229
WA,47.46,-122.05,245041.598
VA,38.28,-77.31,247207.698
CT,41.55,-72.60,919854.848
TX,29.83,-93.97,16803.736
TX,29.00,-96.16,22720.224
AL,32.84,-85.22,88405.072
IN,39.53,-85.77,66413.624
OR,44.02,-121.26,67032.75
OK,36.38,-97.77,2123972.458
NE,40.32,-96.84,547948.336
KS,37.78,-100.01,562543.712
KY,38.03,-85.91,1152170.342
OR,44.03,-116.96,45412.28
FL,30.17,-85.62,66586.3
OH,40.51,-81.47,21271.42
OH,39.28,-81.64,209305.566
TN,35.18,-90.04,65.4
GA,32.70,-83.55,25750.404
IN,37.93,-87.32,173109.846
WA,47.69,-117.21,110562.684
MI,42.28,-85.49,26723.7
MI,44.69,-85.20,30857.288
HI,21.38,-157.77,1471.25
NJ,40.74,-74.10,85116.63
HI,21.98,-159.74,24416.5
MS,32.80,-88.61,186082.737
IL,41.48,-88.26,2471959.44
MA,42.36,-71.08,659907.17
UT,40.55,-112.00,193458.622
IL,41.09,-87.88,32722.076
CA,35.45,-118.99,135270.292
NC,35.96,-79.93,102389.5
WA,48.61,-118.10,16015.504
MN,44.20,-94.00,75604.082
MD,38.70,-76.83,1946697.236
PA,40.66,-79.34,7267255.74
GA,32.92,-85.12,21127.72
OH,40.51,-81.54,634660
IL,39.59,-89.50,3901376.666
NC,35.20,-81.37,1065899.5
CA,36.31,-119.60,3036
TN,35.90,-84.52,3169704.103
IL,38.76,-89.01,13405
CA,37.22,-121.58,89819.25
OR,42.17,-121.81,1237830.164
OR,42.17,-121.81,30520.436
WV,39.40,-78.02,38862.672
MA,42.35,-71.06,77700.952
PA,40.52,-79.33,45185
IL,41.03,-90.25,79561.45
TX,32.38,-94.64,114215.176
IA,42.50,-94.02,927741.4
OH,39.33,-84.48,32200.928
LA,29.98,-90.88,356956.542
WI,43.74,-87.76,68695.266
TX,31.67,-99.00,23211.512
SC,34.92,-81.85,15319.292
WV,40.33,-80.60,1174.496
IL,41.82,-87.75,51893.104
TN,35.11,-85.24,39800.948
OH,40.55,-84.37,23190.412
GA,32.10,-81.12,50562.66
AL,33.61,-85.97,101352.796
OH,38.92,-82.13,5217892.698
AZ,33.35,-111.94,536390.064
CA,34.06,-118.24,28656.84
NE,42.47,-96.61,59891.148
NC,34.28,-77.99,1601151.912
MI,46.76,-88.46,26659.996
WI,43.88,-91.16,56905.9
AZ,33.94,-114.20,45649.848
LA,31.80,-92.18,97925.75
LA,30.21,-93.31,697659.552
CO,39.01,-102.41,25346.304
PA,40.69,-75.51,376169.938
OH,41.18,-84.60,371535.49
WI,45.70,-91.84,12841.6
LA,30.12,-93.29,282223.502
MO,39.10,-94.28,38368.646
FL,28.76,-81.74,38409
OH,41.77,-81.20,45286.25
AZ,34.55,-114.34,40756.25
IL,42.11,-87.81,7019.438
PA,42.06,-80.01,49431.548
CA,33.88,-116.99,126010
WA,46.65,-118.87,32423.228
OR,45.80,-119.37,49277.786
WA,46.29,-119.12,40296.948
ID,42.77,-112.91,68670.7
OR,45.85,-119.68,39702.4
MN,46.88,-95.06,38576.9
CA,34.75,-118.12,21722.8
PA,40.11,-75.95,28270.1
IL,41.64,-87.59,5909.75
PA,40.13,-77.17,42080.292
